,PRP$,IN,RB,NN,NNPS,UH,POS,WP,JJ,JJS,.,:,SYM,$,LS,RBR,MD,PDT,-RRB-,CC,TO,VBG,PRP,NNS,WRB,DT,RBS,VBN,JJR,WDT,NNP,",",VB,VBP,VBD,EX,#,-LRB-,RP,WP$,``,FW,'',VBZ,CD
JJS,0.005128205128205128,0.11794871794871795,0.030769230769230767,0.21025641025641023,0.010256410256410258,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.1076923076923077,0.005128205128205128,0.030769230769230767,0.015384615384615389,0.005128205128205128,0.010256410256410258,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.010256410256410258,0.005128205128205128,0.020512820512820516,0.010256410256410258,0.15384615384615385,0.005128205128205128,0.010256410256410258,0.005128205128205128,0.015384615384615389,0.005128205128205128,0.005128205128205128,0.015384615384615389,0.020512820512820516,0.010256410256410258,0.010256410256410258,0.010256410256410258,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.010256410256410258,0.04615384615384616
.,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.007604562737642585,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0532319391634981,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.0038022813688212923,0.01140684410646388,0.0038022813688212923,0.02281368821292776,0.0038022813688212923,0.007604562737642585,0.0038022813688212923,0.0038022813688212923,0.02281368821292776,0.0038022813688212923,0.0038022813688212923,0.01140684410646388,0.0038022813688212923,0.7224334600760456,0.0038022813688212923,0.0038022813688212923
:,0.0042283298097251605,0.08668076109936576,0.04228329809725159,0.03382663847780126,0.0021141649048625802,0.0021141649048625802,0.0021141649048625802,0.012684989429175474,0.06976744186046512,0.0021141649048625802,0.010570824524312893,0.0021141649048625802,0.0021141649048625802,0.008456659619450314,0.010570824524312893,0.0042283298097251605,0.016913319238900628,0.0021141649048625802,0.0021141649048625802,0.05073995771670191,0.008456659619450314,0.016913319238900628,0.03171247357293869,0.03171247357293869,0.006342494714587737,0.10782241014799153,0.0021141649048625802,0.010570824524312893,0.006342494714587737,0.0042283298097251605,0.2029598308668076,0.0021141649048625802,0.010570824524312893,0.012684989429175474,0.021141649048625796,0.0021141649048625802,0.0021141649048625802,0.0021141649048625802,0.0021141649048625802,0.0021141649048625802,0.04228329809725159,0.0021141649048625802,0.0021141649048625802,0.014799154334038049,0.08456659619450316
SYM,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608
$,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.007923930269413626,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.0015847860538827265,0.9239302694136292
LS,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.10526315789473682,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.12280701754385966,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806
RBR,0.006578947368421052,0.19078947368421054,0.07236842105263158,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.2631578947368421,0.006578947368421052,0.039473684210526314,0.019736842105263153,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.013157894736842106,0.006578947368421052,0.006578947368421052,0.019736842105263153,0.019736842105263153,0.019736842105263153,0.006578947368421052,0.006578947368421052,0.013157894736842106,0.04605263157894737,0.006578947368421052,0.03289473684210527,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.006578947368421052,0.006578947368421052,0.013157894736842106,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.013157894736842106,0.006578947368421052
MD,0.0012706480304955528,0.0012706480304955528,0.1575603557814485,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.002541296060991106,0.0012706480304955528,0.002541296060991106,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.002541296060991106,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.005082592121982212,0.0012706480304955528,0.002541296060991106,0.002541296060991106,0.0012706480304955528,0.005082592121982212,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.002541296060991106,0.0038119440914866597,0.7649301143583227,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.006353240152477765,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528
PDT,0.04545454545454546,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.30303030303030304,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157,0.015151515151515157
-RRB-,0.007407407407407406,0.05925925925925926,0.04444444444444445,0.037037037037037035,0.007407407407407406,0.007407407407407406,0.007407407407407406,0.007407407407407406,0.022222222222222227,0.007407407407407406,0.11851851851851854,0.08148148148148147,0.007407407407407406,0.007407407407407406,0.007407407407407406,0.007407407407407406,0.022222222222222227,0.007407407407407406,0.007407407407407406,0.037037037037037035,0.022222222222222227,0.007407407407407406,0.014814814814814814,0.007407407407407406,0.007407407407407406,0.04444444444444445,0.007407407407407406,0.014814814814814814,0.007407407407407406,0.014814814814814814,0.022222222222222227,0.13333333333333336,0.007407407407407406,0.022222222222222227,0.05185185185185185,0.007407407407407406,0.007407407407407406,0.007407407407407406,0.007407407407407406,0.007407407407407406,0.007407407407407406,0.007407407407407406,0.007407407407407406,0.037037037037037035,0.007407407407407406
CC,0.012793176972281446,0.05277185501066097,0.04530916844349679,0.11620469083155649,0.0026652452025586358,0.0005330490405117271,0.0005330490405117271,0.0021321961620469087,0.10554371002132196,0.0031982942430703637,0.0005330490405117271,0.0010660980810234544,0.0005330490405117271,0.018656716417910446,0.0010660980810234544,0.0026652452025586358,0.012260127931769723,0.0005330490405117271,0.0005330490405117271,0.0010660980810234544,0.007462686567164181,0.026652452025586353,0.044776119402985065,0.07302771855010659,0.004264392324093817,0.11034115138592752,0.0010660980810234544,0.01705756929637526,0.010127931769722813,0.0015991471215351819,0.1529850746268657,0.010660980810234545,0.029850746268656716,0.010127931769722813,0.039445628997867806,0.005330490405117272,0.0005330490405117271,0.0005330490405117271,0.0005330490405117271,0.0005330490405117271,0.006396588486140722,0.0005330490405117271,0.0005330490405117271,0.025586353944562896,0.039445628997867806
TO,0.017155506364139456,0.005534034311012729,0.006640841173215276,0.027670171555063645,0.0005534034311012727,0.0005534034311012727,0.0005534034311012727,0.0005534034311012727,0.032097399003873824,0.0005534034311012727,0.0011068068622025456,0.0005534034311012727,0.0005534034311012727,0.03763143331488655,0.0005534034311012727,0.0011068068622025456,0.0005534034311012727,0.0005534034311012727,0.0005534034311012727,0.0011068068622025456,0.0005534034311012727,0.005534034311012729,0.006087437742114001,0.030990592141671287,0.0005534034311012727,0.12617598229109023,0.0005534034311012727,0.0016602102933038188,0.004980630879911453,0.0005534034311012727,0.03873824017708911,0.0005534034311012727,0.5594908688433868,0.0005534034311012727,0.0005534034311012727,0.0005534034311012727,0.0016602102933038188,0.0005534034311012727,0.0005534034311012727,0.0005534034311012727,0.004980630879911453,0.0005534034311012727,0.0005534034311012727,0.0005534034311012727,0.07581627006087438
VBG,0.02941176470588235,0.126890756302521,0.031932773109243695,0.13697478991596637,0.0016806722689075625,0.0008403361344537819,0.0008403361344537819,0.0025210084033613443,0.06722689075630252,0.0008403361344537819,0.01764705882352941,0.0016806722689075625,0.0008403361344537819,0.006722689075630251,0.0008403361344537819,0.0042016806722689065,0.0008403361344537819,0.0016806722689075625,0.0016806722689075625,0.01428571428571428,0.09495798319327729,0.0050420168067226885,0.031092436974789913,0.09663865546218488,0.0008403361344537819,0.17478991596638654,0.0016806722689075625,0.024369747899159667,0.01596638655462185,0.0008403361344537819,0.026050420168067228,0.019327731092436976,0.0008403361344537819,0.0008403361344537819,0.0025210084033613443,0.0008403361344537819,0.0008403361344537819,0.0008403361344537819,0.01764705882352941,0.0008403361344537819,0.0042016806722689065,0.0008403361344537819,0.0025210084033613443,0.0016806722689075625,0.024369747899159667
PRP,0.000687757909215956,0.03232462173314993,0.046767537826685,0.004814305364511693,0.000687757909215956,0.000687757909215956,0.000687757909215956,0.002063273727647867,0.004814305364511693,0.000687757909215956,0.033012379642365884,0.004126547455295734,0.000687757909215956,0.000687757909215956,0.000687757909215956,0.0013755158184319122,0.12654745529573594,0.000687757909215956,0.000687757909215956,0.009628610729023386,0.018569463548830812,0.0027510316368638244,0.0034387895460797806,0.002063273727647867,0.000687757909215956,0.0110041265474553,0.000687757909215956,0.0034387895460797806,0.004126547455295734,0.0013755158184319122,0.002063273727647867,0.01994497936726272,0.0110041265474553,0.17400275103163684,0.25378266850068776,0.000687757909215956,0.000687757909215956,0.002063273727647867,0.004126547455295734,0.000687757909215956,0.006189821182943603,0.000687757909215956,0.000687757909215956,0.2015130674002751,0.0013755158184319122
NNS,0.00041186161449752873,0.23887973640856672,0.025329489291598027,0.024093904448105434,0.00020593080724876453,0.00020593080724876453,0.009060955518945634,0.00947281713344316,0.01956342668863262,0.00020593080724876453,0.12623558484349257,0.017298187808896217,0.00020593080724876453,0.0008237232289950576,0.00020593080724876453,0.0012355848434925866,0.026565074135090606,0.00020593080724876453,0.0018533772652388801,0.058690280065897854,0.04077429983525536,0.0121499176276771,0.0061779242174629335,0.0121499176276771,0.0026771004942339376,0.014209225700164745,0.00041186161449752873,0.017504118616144974,0.0030889621087314663,0.014209225700164745,0.0016474464579901151,0.12005766062602964,0.0032948929159802307,0.092668863261944,0.07660626029654034,0.00020593080724876453,0.00020593080724876453,0.0037067545304777607,0.0006177924217462932,0.0010296540362438218,0.0016474464579901151,0.00020593080724876453,0.004324546952224053,0.007825370675453044,0.0018533772652388801
WRB,0.0213903743315508,0.0213903743315508,0.026737967914438502,0.053475935828877004,0.005347593582887699,0.005347593582887699,0.005347593582887699,0.005347593582887699,0.09625668449197862,0.005347593582887699,0.005347593582887699,0.005347593582887699,0.005347593582887699,0.005347593582887699,0.005347593582887699,0.005347593582887699,0.0106951871657754,0.005347593582887699,0.005347593582887699,0.005347593582887699,0.0106951871657754,0.0106951871657754,0.13368983957219252,0.0481283422459893,0.005347593582887699,0.24598930481283424,0.005347593582887699,0.03208556149732621,0.005347593582887699,0.005347593582887699,0.0481283422459893,0.005347593582887699,0.005347593582887699,0.026737967914438502,0.0106951871657754,0.0106951871657754,0.005347593582887699,0.005347593582887699,0.0106951871657754,0.005347593582887699,0.005347593582887699,0.005347593582887699,0.005347593582887699,0.0213903743315508,0.0213903743315508
DT,0.000304043782304652,0.009577379142596536,0.009425357251444211,0.4698996655518395,0.0034965034965034974,0.00015202189115232596,0.00015202189115232596,0.000608087564609304,0.19838856795378534,0.009729401033748858,0.0015202189115232586,0.00045606567345697765,0.00015202189115232596,0.00851322590453025,0.00015202189115232596,0.0015202189115232586,0.001672240802675586,0.00015202189115232596,0.000304043782304652,0.00076010945576163,0.000608087564609304,0.011249619945272116,0.0013681970203709335,0.0761629674673153,0.00015202189115232596,0.0015202189115232586,0.002584372149589542,0.01094557616296747,0.005624809972636058,0.00045606567345697765,0.12952265126178167,0.001824262693827911,0.00015202189115232596,0.001216175129218607,0.001672240802675586,0.00015202189115232596,0.00015202189115232596,0.000608087564609304,0.00015202189115232596,0.00015202189115232596,0.006384919428397689,0.000304043782304652,0.00015202189115232596,0.005928853754940712,0.024019458802067496
RBS,0.013157894736842106,0.026315789473684213,0.10526315789473682,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.3026315789473684,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.026315789473684213,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106,0.013157894736842106
VBN,0.013528748590755353,0.3556933483652762,0.04002254791431793,0.0777903043968433,0.0005636978579481399,0.0005636978579481399,0.0005636978579481399,0.00225479143179256,0.05636978579481399,0.0005636978579481399,0.05467869222096957,0.009019165727170233,0.0005636978579481399,0.013528748590755353,0.0005636978579481399,0.0033821871476888378,0.00112739571589628,0.0005636978579481399,0.0005636978579481399,0.01240135287485908,0.09864712514092448,0.018602029312288618,0.008455467869222095,0.03776775648252536,0.0016910935738444187,0.062006764374295385,0.00112739571589628,0.02705749718151071,0.0033821871476888378,0.0005636978579481399,0.019729425028184894,0.03100338218714769,0.00112739571589628,0.00112739571589628,0.00394588500563698,0.0005636978579481399,0.0005636978579481399,0.0005636978579481399,0.015219842164599777,0.0005636978579481399,0.0056369785794814,0.0005636978579481399,0.00225479143179256,0.0005636978579481399,0.012965050732807218
JJR,0.0029154518950437304,0.30903790087463556,0.0029154518950437304,0.1836734693877551,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.058309037900874626,0.0029154518950437304,0.061224489795918366,0.008746355685131194,0.0029154518950437304,0.005830903790087462,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.032069970845481056,0.020408163265306117,0.005830903790087462,0.0029154518950437304,0.15743440233236153,0.005830903790087462,0.014577259475218655,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.008746355685131194,0.02915451895043731,0.005830903790087462,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.0029154518950437304,0.005830903790087462,0.0029154518950437304,0.005830903790087462
WDT,0.002544529262086514,0.007633587786259545,0.0534351145038168,0.005089058524173028,0.002544529262086514,0.002544529262086514,0.002544529262086514,0.002544529262086514,0.012722646310432573,0.005089058524173028,0.002544529262086514,0.002544529262086514,0.002544529262086514,0.002544529262086514,0.002544529262086514,0.005089058524173028,0.1119592875318066,0.002544529262086514,0.002544529262086514,0.002544529262086514,0.005089058524173028,0.002544529262086514,0.03816793893129771,0.015267175572519078,0.002544529262086514,0.022900763358778622,0.002544529262086514,0.005089058524173028,0.002544529262086514,0.002544529262086514,0.010178117048346058,0.005089058524173028,0.002544529262086514,0.1450381679389313,0.1857506361323155,0.005089058524173028,0.002544529262086514,0.002544529262086514,0.002544529262086514,0.002544529262086514,0.007633587786259545,0.002544529262086514,0.002544529262086514,0.2824427480916031,0.007633587786259545
NNP,0.00013130252100840338,0.04490546218487396,0.007090336134453783,0.05475315126050421,0.016150210084033608,0.00013130252100840338,0.04923844537815126,0.0005252100840336136,0.009191176470588232,0.00013130252100840338,0.051864495798319345,0.00814075630252101,0.00026260504201680677,0.00039390756302521026,0.00013130252100840338,0.00013130252100840338,0.009716386554621845,0.00013130252100840338,0.003019957983193278,0.039128151260504195,0.007615546218487394,0.0011817226890756302,0.0009191176470588237,0.023109243697478996,0.00039390756302521026,0.0022321428571428575,0.00013130252100840338,0.0010504201680672273,0.00026260504201680677,0.000656512605042017,0.38117121848739494,0.15546218487394958,0.0009191176470588237,0.0038077731092436965,0.06446953781512604,0.00013130252100840338,0.00013130252100840338,0.0024947478991596637,0.00026260504201680677,0.00013130252100840338,0.0009191176470588237,0.00013130252100840338,0.0034138655462184865,0.03532037815126051,0.01851365546218487
