,PRP$,IN,RB,NN,NNPS,UH,POS,WP,JJ,JJS,.,:,SYM,$,LS,RBR,MD,PDT,-RRB-,CC,TO,VBG,PRP,NNS,WRB,DT,RBS,VBN,JJR,WDT,NNP,",",VB,VBP,VBD,EX,#,-LRB-,RP,WP$,``,FW,'',VBZ,CD
JJS,0.0053763440860215075,0.13978494623655913,0.03225806451612903,0.1935483870967742,0.010752688172043006,0.0053763440860215075,0.0053763440860215075,0.0053763440860215075,0.12365591397849462,0.0053763440860215075,0.02688172043010753,0.016129032258064516,0.0053763440860215075,0.016129032258064516,0.0053763440860215075,0.0053763440860215075,0.0053763440860215075,0.0053763440860215075,0.0053763440860215075,0.010752688172043006,0.0053763440860215075,0.021505376344086027,0.010752688172043006,0.12365591397849462,0.0053763440860215075,0.010752688172043006,0.0053763440860215075,0.016129032258064516,0.0053763440860215075,0.0053763440860215075,0.010752688172043006,0.021505376344086027,0.010752688172043006,0.010752688172043006,0.010752688172043006,0.0053763440860215075,0.0053763440860215075,0.0053763440860215075,0.0053763440860215075,0.0053763440860215075,0.0053763440860215075,0.0053763440860215075,0.0053763440860215075,0.010752688172043006,0.04301075268817205
.,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.007751937984496126,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.007751937984496126,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.058139534883720936,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.0038759689922480624,0.019379844961240306,0.0038759689922480624,0.015503875968992251,0.0038759689922480624,0.007751937984496126,0.0038759689922480624,0.0038759689922480624,0.027131782945736427,0.0038759689922480624,0.0038759689922480624,0.007751937984496126,0.0038759689922480624,0.7093023255813954,0.0038759689922480624,0.0038759689922480624
:,0.004282655246252676,0.0728051391862955,0.03211991434689507,0.038543897216274096,0.002141327623126338,0.002141327623126338,0.002141327623126338,0.017130620985010708,0.06209850107066381,0.002141327623126338,0.012847965738758033,0.002141327623126338,0.002141327623126338,0.008565310492505354,0.004282655246252676,0.002141327623126338,0.017130620985010708,0.002141327623126338,0.002141327623126338,0.05781584582441113,0.010706638115631691,0.019271948608137045,0.027837259100642393,0.027837259100642393,0.008565310492505354,0.11134903640256959,0.002141327623126338,0.017130620985010708,0.006423982869379016,0.006423982869379016,0.1948608137044968,0.002141327623126338,0.010706638115631691,0.014989293361884369,0.014989293361884369,0.004282655246252676,0.002141327623126338,0.002141327623126338,0.002141327623126338,0.002141327623126338,0.047109207708779445,0.002141327623126338,0.002141327623126338,0.010706638115631691,0.10278372591006424
SYM,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608
$,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.012500000000000006,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.0015625000000000003,0.9203125
LS,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.07547169811320754,0.05660377358490567,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.07547169811320754,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.018867924528301883
RBR,0.006622516556291391,0.17880794701986757,0.07947019867549669,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.2781456953642384,0.006622516556291391,0.039735099337748346,0.01986754966887417,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.013245033112582783,0.006622516556291391,0.006622516556291391,0.013245033112582783,0.013245033112582783,0.013245033112582783,0.006622516556291391,0.006622516556291391,0.013245033112582783,0.04635761589403974,0.006622516556291391,0.01986754966887417,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.02649006622516557,0.02649006622516557,0.013245033112582783,0.013245033112582783,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.006622516556291391
MD,0.0012836970474967909,0.0012836970474967909,0.15789473684210523,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0025673940949935818,0.0025673940949935818,0.0025673940949935818,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.005134788189987164,0.0025673940949935818,0.0025673940949935818,0.0025673940949935818,0.0012836970474967909,0.006418485237483955,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0025673940949935818,0.0038510911424903737,0.7625160462130937,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.005134788189987164,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909,0.0012836970474967909
PDT,0.05970149253731344,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.29850746268656714,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363,0.014925373134328363
-RRB-,0.0072992700729927,0.05839416058394161,0.021897810218978107,0.029197080291970802,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.021897810218978107,0.0072992700729927,0.10218978102189782,0.0875912408759124,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.021897810218978107,0.0072992700729927,0.0072992700729927,0.029197080291970802,0.0364963503649635,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.04379562043795621,0.0072992700729927,0.014598540145985401,0.0072992700729927,0.014598540145985401,0.014598540145985401,0.1897810218978102,0.0072992700729927,0.021897810218978107,0.051094890510948905,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.014598540145985401,0.0072992700729927,0.0072992700729927,0.021897810218978107,0.014598540145985401
CC,0.015061861215707373,0.051640667025282416,0.051640667025282416,0.11888111888111888,0.0026896180742334587,0.0005379236148466917,0.0005379236148466917,0.0016137708445400755,0.10166756320602476,0.0016137708445400755,0.0005379236148466917,0.0005379236148466917,0.0005379236148466917,0.020979020979020983,0.0010758472296933835,0.0026896180742334587,0.010758472296933837,0.0005379236148466917,0.0010758472296933835,0.0010758472296933835,0.00806885422270038,0.024206562668101134,0.04034427111350188,0.07315761161915006,0.004303388918773535,0.10919849381387844,0.0010758472296933835,0.016137708445400745,0.01129639591178053,0.0010758472296933835,0.15599784830554062,0.01183431952662722,0.029585798816568053,0.01183431952662722,0.038730500268961805,0.006993006993006996,0.0005379236148466917,0.0005379236148466917,0.0005379236148466917,0.0005379236148466917,0.005379236148466918,0.0005379236148466917,0.0005379236148466917,0.022054868208714364,0.039806347498655185
TO,0.01474758933635848,0.006239364719228591,0.00964265456608054,0.029495178672716962,0.0005672149744753263,0.0005672149744753263,0.0005672149744753263,0.0005672149744753263,0.026659103800340332,0.0005672149744753263,0.0011344299489506528,0.0005672149744753263,0.0005672149744753263,0.0368689733408962,0.0005672149744753263,0.0022688598979013056,0.0005672149744753263,0.0005672149744753263,0.0005672149744753263,0.0011344299489506528,0.0005672149744753263,0.006806579693703913,0.0034032898468519565,0.030062393647192286,0.0011344299489506528,0.12422007941009643,0.0005672149744753263,0.0022688598979013056,0.0056721497447532595,0.0005672149744753263,0.0368689733408962,0.0011344299489506528,0.5689166193987522,0.0005672149744753263,0.0005672149744753263,0.0005672149744753263,0.003970504821327281,0.0005672149744753263,0.0005672149744753263,0.0005672149744753263,0.005104934770277935,0.0005672149744753263,0.0005672149744753263,0.0005672149744753263,0.0692002268859898
VBG,0.02800658978583196,0.12026359143327844,0.04036243822075783,0.1457990115321252,0.0016474464579901151,0.0008237232289950576,0.0008237232289950576,0.0032948929159802307,0.0700164744645799,0.0008237232289950576,0.019769357495881382,0.0032948929159802307,0.0008237232289950576,0.006589785831960462,0.0008237232289950576,0.0024711696869851732,0.0008237232289950576,0.0008237232289950576,0.0008237232289950576,0.017298187808896217,0.08401976935749587,0.004942339373970347,0.02800658978583196,0.09637561779242175,0.0008237232289950576,0.1680395387149918,0.0016474464579901151,0.022240527182866555,0.017298187808896217,0.0008237232289950576,0.032125205930807255,0.017298187808896217,0.0016474464579901151,0.0008237232289950576,0.0032948929159802307,0.0008237232289950576,0.0008237232289950576,0.0008237232289950576,0.019769357495881382,0.0008237232289950576,0.004118616144975288,0.0008237232289950576,0.0016474464579901151,0.0016474464579901151,0.02388797364085667
PRP,0.0007163323782234957,0.0343839541547278,0.05157593123209169,0.004297994269340976,0.0007163323782234957,0.0007163323782234957,0.0007163323782234957,0.0021489971346704876,0.00644699140401146,0.0007163323782234957,0.029369627507163328,0.00501432664756447,0.0007163323782234957,0.0007163323782234957,0.0007163323782234957,0.0014326647564469916,0.1181948424068768,0.0007163323782234957,0.0014326647564469916,0.007879656160458454,0.019340974212034383,0.0035816618911174787,0.0035816618911174787,0.0021489971346704876,0.0007163323782234957,0.009312320916905448,0.0007163323782234957,0.0021489971346704876,0.005730659025787967,0.0007163323782234957,0.0021489971346704876,0.020057306590257878,0.011461318051575934,0.17048710601719194,0.25573065902578795,0.0007163323782234957,0.0007163323782234957,0.0021489971346704876,0.004297994269340976,0.0007163323782234957,0.005730659025787967,0.0007163323782234957,0.0007163323782234957,0.20630372492836674,0.0014326647564469916
NNS,0.0008051529790660224,0.2463768115942029,0.025362318840579712,0.022745571658615137,0.00020128824476650558,0.00020128824476650558,0.010668276972624801,0.00845410628019324,0.01690821256038648,0.00020128824476650558,0.1288244766505636,0.017512077294685985,0.00020128824476650558,0.0006038647342995169,0.00020128824476650558,0.0014090177133655392,0.026972624798711754,0.00020128824476650558,0.0014090177133655392,0.057367149758454104,0.03542673107890498,0.012882447665056364,0.006239935587761673,0.012278582930756841,0.002012882447665056,0.012681159420289861,0.00040257648953301116,0.0177133655394525,0.003019323671497585,0.014895330112721419,0.0014090177133655392,0.1213768115942029,0.004830917874396137,0.09017713365539452,0.07528180354267311,0.00020128824476650558,0.00020128824476650558,0.004025764895330112,0.0006038647342995169,0.001006441223832528,0.001207729468599034,0.00020128824476650558,0.004428341384863124,0.00845410628019324,0.002415458937198068
WRB,0.015384615384615389,0.020512820512820516,0.020512820512820516,0.06153846153846154,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.07692307692307693,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.010256410256410258,0.010256410256410258,0.005128205128205128,0.005128205128205128,0.015384615384615389,0.010256410256410258,0.1282051282051282,0.05641025641025642,0.005128205128205128,0.24102564102564103,0.010256410256410258,0.0358974358974359,0.005128205128205128,0.005128205128205128,0.06666666666666667,0.005128205128205128,0.005128205128205128,0.020512820512820516,0.015384615384615389,0.010256410256410258,0.005128205128205128,0.005128205128205128,0.010256410256410258,0.005128205128205128,0.010256410256410258,0.005128205128205128,0.005128205128205128,0.020512820512820516,0.015384615384615389
DT,0.000303859009419629,0.009267699787298692,0.008811911273169246,0.46627164995442116,0.0036463081130355497,0.00015192950470981477,0.00015192950470981477,0.0009115770282588881,0.20085080522637497,0.010179276815557576,0.001671224551807961,0.00045578851412944404,0.00015192950470981477,0.009115770282588875,0.00015192950470981477,0.001671224551807961,0.001975083561227591,0.00015192950470981477,0.00015192950470981477,0.0006077180188392586,0.0006077180188392586,0.011394712853236092,0.0007596475235490732,0.07809176542084471,0.00015192950470981477,0.0018231540565177764,0.0021270130659374054,0.009875417806137956,0.006077180188392588,0.0006077180188392586,0.12929200850805223,0.0018231540565177764,0.00015192950470981477,0.0013673655423883325,0.0021270130659374054,0.00015192950470981477,0.00015192950470981477,0.000303859009419629,0.00015192950470981477,0.00015192950470981477,0.006988757216651474,0.00015192950470981477,0.000303859009419629,0.0056213916742631435,0.023093284715891824
RBS,0.014084507042253521,0.028169014084507043,0.1126760563380282,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.2535211267605634,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521
VBN,0.012564249000571103,0.34380354083380926,0.04740148486579098,0.07424328954882925,0.0005711022272986864,0.0005711022272986864,0.0005711022272986864,0.0028555111364934323,0.054825813820673905,0.0005711022272986864,0.05711022272986863,0.00799543118218161,0.0005711022272986864,0.014277555682467163,0.0005711022272986864,0.0028555111364934323,0.0011422044545973727,0.0005711022272986864,0.0005711022272986864,0.014277555682467163,0.10394060536836094,0.015990862364363225,0.007424328954882926,0.03712164477441462,0.0017133066818960595,0.06624785836664764,0.0011422044545973727,0.026270702455739574,0.0051399200456881755,0.0005711022272986864,0.018846373500856658,0.03141062250142776,0.0011422044545973727,0.0011422044545973727,0.003997715591090805,0.0005711022272986864,0.0005711022272986864,0.0005711022272986864,0.016561964591661912,0.0005711022272986864,0.00685322672758424,0.0005711022272986864,0.0034266133637921195,0.0011422044545973727,0.009137635636778985
JJR,0.0026881720430107538,0.27688172043010756,0.0053763440860215075,0.18010752688172044,0.0026881720430107538,0.0026881720430107538,0.0026881720430107538,0.0026881720430107538,0.05107526881720431,0.0026881720430107538,0.06451612903225806,0.008064516129032256,0.0026881720430107538,0.0053763440860215075,0.0026881720430107538,0.0026881720430107538,0.0026881720430107538,0.0026881720430107538,0.0026881720430107538,0.037634408602150546,0.024193548387096777,0.0053763440860215075,0.0026881720430107538,0.18548387096774194,0.0053763440860215075,0.016129032258064516,0.0026881720430107538,0.0053763440860215075,0.0026881720430107538,0.0026881720430107538,0.010752688172043006,0.02956989247311828,0.0053763440860215075,0.0026881720430107538,0.0053763440860215075,0.0026881720430107538,0.0026881720430107538,0.0026881720430107538,0.0026881720430107538,0.0026881720430107538,0.0026881720430107538,0.0026881720430107538,0.0053763440860215075,0.0026881720430107538,0.0053763440860215075
WDT,0.0024937655860349122,0.00997506234413965,0.059850374064837904,0.00997506234413965,0.0024937655860349122,0.0024937655860349122,0.0024937655860349122,0.0024937655860349122,0.00997506234413965,0.004987531172069825,0.0024937655860349122,0.004987531172069825,0.0024937655860349122,0.0024937655860349122,0.0024937655860349122,0.004987531172069825,0.12219451371571075,0.0024937655860349122,0.0024937655860349122,0.0024937655860349122,0.0024937655860349122,0.0024937655860349122,0.03241895261845386,0.017456359102244388,0.0024937655860349122,0.017456359102244388,0.0024937655860349122,0.004987531172069825,0.0024937655860349122,0.0024937655860349122,0.012468827930174564,0.004987531172069825,0.0024937655860349122,0.14713216957605985,0.20199501246882792,0.004987531172069825,0.0024937655860349122,0.0024937655860349122,0.0024937655860349122,0.0024937655860349122,0.00748129675810474,0.0024937655860349122,0.0024937655860349122,0.2518703241895262,0.00748129675810474
NNP,0.0001306165099268547,0.0438871473354232,0.007967607105538137,0.05551201671891327,0.01724137931034483,0.0001306165099268547,0.04832810867293625,0.0007836990595611285,0.00875130616509927,0.0001306165099268547,0.05146290491118078,0.007575757575757578,0.0002612330198537094,0.0002612330198537094,0.0001306165099268547,0.0001306165099268547,0.009926854754440958,0.0001306165099268547,0.0037878787878787884,0.03709508881922675,0.0066614420062695925,0.001175548589341693,0.001175548589341693,0.022466039707419023,0.0002612330198537094,0.0023510971786833866,0.0001306165099268547,0.000522466039707419,0.0002612330198537094,0.0006530825496342736,0.383098223615465,0.15530303030303033,0.001175548589341693,0.004310344827586207,0.06504702194357366,0.0001306165099268547,0.0001306165099268547,0.003004179728317658,0.0002612330198537094,0.0001306165099268547,0.0006530825496342736,0.0001306165099268547,0.003134796238244515,0.03500522466039707,0.019200626959247645
