,PRP$,IN,RB,NN,NNPS,UH,POS,WP,JJ,JJS,.,:,SYM,$,LS,RBR,MD,PDT,-RRB-,CC,TO,VBG,PRP,NNS,WRB,DT,RBS,VBN,JJR,WDT,NNP,",",VB,VBP,VBD,EX,#,-LRB-,RP,WP$,``,FW,'',VBZ,CD
JJS,0.005076142131979696,0.1319796954314721,0.03553299492385787,0.22335025380710663,0.010152284263959392,0.005076142131979696,0.005076142131979696,0.005076142131979696,0.0964467005076142,0.005076142131979696,0.020304568527918777,0.015228426395939092,0.005076142131979696,0.010152284263959392,0.005076142131979696,0.005076142131979696,0.005076142131979696,0.005076142131979696,0.005076142131979696,0.010152284263959392,0.005076142131979696,0.015228426395939092,0.010152284263959392,0.14720812182741116,0.005076142131979696,0.015228426395939092,0.005076142131979696,0.020304568527918777,0.005076142131979696,0.005076142131979696,0.015228426395939092,0.020304568527918777,0.015228426395939092,0.010152284263959392,0.010152284263959392,0.005076142131979696,0.005076142131979696,0.005076142131979696,0.005076142131979696,0.005076142131979696,0.005076142131979696,0.005076142131979696,0.005076142131979696,0.005076142131979696,0.04060913705583755
.,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0075471698113207565,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.04528301886792452,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.0037735849056603783,0.015094339622641515,0.0037735849056603783,0.015094339622641515,0.0037735849056603783,0.0075471698113207565,0.0037735849056603783,0.0037735849056603783,0.033962264150943396,0.0037735849056603783,0.0037735849056603783,0.011320754716981128,0.0037735849056603783,0.7245283018867924,0.0037735849056603783,0.0037735849056603783
:,0.004514672686230249,0.08352144469525959,0.03160270880361175,0.038374717832957116,0.002257336343115124,0.002257336343115124,0.002257336343115124,0.02031602708803612,0.08352144469525959,0.002257336343115124,0.01580135440180587,0.002257336343115124,0.002257336343115124,0.011286681715575621,0.011286681715575621,0.004514672686230249,0.01580135440180587,0.002257336343115124,0.002257336343115124,0.060948081264108354,0.009029345372460498,0.018058690744921,0.02708803611738149,0.029345372460496615,0.009029345372460498,0.10835214446952598,0.002257336343115124,0.01580135440180587,0.004514672686230249,0.006772009029345374,0.1331828442437923,0.002257336343115124,0.011286681715575621,0.01580135440180587,0.029345372460496615,0.004514672686230249,0.002257336343115124,0.002257336343115124,0.002257336343115124,0.002257336343115124,0.04966139954853272,0.002257336343115124,0.002257336343115124,0.01354401805869075,0.09706546275395034
SYM,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608
$,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.013793103448275865,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.9120689655172414
LS,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.07142857142857141,0.05357142857142857,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.12500000000000003,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285
RBR,0.006451612903225806,0.167741935483871,0.0838709677419355,0.006451612903225806,0.006451612903225806,0.006451612903225806,0.006451612903225806,0.006451612903225806,0.27741935483870966,0.006451612903225806,0.03225806451612903,0.012903225806451613,0.006451612903225806,0.006451612903225806,0.006451612903225806,0.006451612903225806,0.012903225806451613,0.006451612903225806,0.006451612903225806,0.012903225806451613,0.019354838709677424,0.019354838709677424,0.006451612903225806,0.006451612903225806,0.012903225806451613,0.03870967741935485,0.006451612903225806,0.03870967741935485,0.006451612903225806,0.006451612903225806,0.006451612903225806,0.025806451612903226,0.025806451612903226,0.012903225806451613,0.006451612903225806,0.006451612903225806,0.006451612903225806,0.012903225806451613,0.006451612903225806,0.006451612903225806,0.006451612903225806,0.006451612903225806,0.006451612903225806,0.012903225806451613,0.006451612903225806
MD,0.0012406947890818863,0.0012406947890818863,0.1513647642679901,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.0024813895781637726,0.0024813895781637726,0.0024813895781637726,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.0024813895781637726,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.004962779156327542,0.0024813895781637726,0.0024813895781637726,0.0024813895781637726,0.0012406947890818863,0.007444168734491314,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.004962779156327542,0.7679900744416873,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.006203473945409432,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863,0.0012406947890818863
PDT,0.057142857142857134,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.32857142857142857,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428,0.01428571428571428
-RRB-,0.00714285714285714,0.06428571428571427,0.05000000000000001,0.03571428571428572,0.00714285714285714,0.00714285714285714,0.00714285714285714,0.00714285714285714,0.021428571428571425,0.00714285714285714,0.10714285714285714,0.11428571428571427,0.00714285714285714,0.00714285714285714,0.00714285714285714,0.00714285714285714,0.00714285714285714,0.00714285714285714,0.00714285714285714,0.028571428571428577,0.03571428571428572,0.00714285714285714,0.01428571428571428,0.00714285714285714,0.00714285714285714,0.03571428571428572,0.00714285714285714,0.01428571428571428,0.00714285714285714,0.01428571428571428,0.021428571428571425,0.15714285714285714,0.00714285714285714,0.00714285714285714,0.03571428571428572,0.00714285714285714,0.00714285714285714,0.00714285714285714,0.00714285714285714,0.00714285714285714,0.01428571428571428,0.00714285714285714,0.00714285714285714,0.028571428571428577,0.01428571428571428
CC,0.017344173441734424,0.055284552845528454,0.046070460704607054,0.12140921409214094,0.0032520325203252046,0.0005420054200542005,0.0005420054200542005,0.002710027100271003,0.0991869918699187,0.0032520325203252046,0.0005420054200542005,0.001084010840108401,0.0005420054200542005,0.018970189701897015,0.001084010840108401,0.0021680216802168026,0.012466124661246612,0.0005420054200542005,0.001084010840108401,0.001084010840108401,0.006504065040650404,0.022764227642276424,0.04390243902439024,0.06612466124661248,0.0037940379403794042,0.11111111111111109,0.001084010840108401,0.01842818428184282,0.010298102981029808,0.001626016260162602,0.15338753387533877,0.008130081300813012,0.034688346883468835,0.013550135501355016,0.03631436314363144,0.005962059620596207,0.0005420054200542005,0.0005420054200542005,0.0005420054200542005,0.0005420054200542005,0.004336043360433605,0.0005420054200542005,0.0005420054200542005,0.024932249322493227,0.04065040650406505
TO,0.016510731975784253,0.006053935057787563,0.008255365987892126,0.02641717116125481,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.02586681342872867,0.000550357732526142,0.0011007154650522842,0.000550357732526142,0.000550357732526142,0.03467253714914694,0.000550357732526142,0.0016510731975784266,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.007154650522839849,0.006053935057787563,0.02861860209135939,0.0011007154650522842,0.12933406714364337,0.000550357732526142,0.0022014309301045683,0.005503577325261421,0.000550357732526142,0.041276829939460656,0.0011007154650522842,0.5668684645019263,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.0027517886626307105,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.0038525041276829945,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.07044578976334619
VBG,0.02864363942712721,0.11962931760741365,0.03538331929233361,0.13984835720303287,0.0008424599831508002,0.0008424599831508002,0.0008424599831508002,0.0033698399326032016,0.06823925863521481,0.0008424599831508002,0.023588879528222414,0.0025273799494524014,0.0008424599831508002,0.005897219882055603,0.0008424599831508002,0.004212299915754001,0.0008424599831508002,0.0016849199663016006,0.0016849199663016006,0.013479359730412808,0.09098567818028644,0.004212299915754001,0.029486099410278015,0.09267059814658805,0.0008424599831508002,0.17607413647851727,0.0008424599831508002,0.022746419545071606,0.0160067396798652,0.0008424599831508002,0.0320134793597304,0.020219039595619208,0.0016849199663016006,0.0008424599831508002,0.0025273799494524014,0.0008424599831508002,0.0008424599831508002,0.0008424599831508002,0.020219039595619208,0.0008424599831508002,0.004212299915754001,0.0008424599831508002,0.0025273799494524014,0.0016849199663016006,0.021061499578770012
PRP,0.0006958942240779402,0.03549060542797495,0.05358385525400138,0.004175365344467639,0.0006958942240779402,0.0006958942240779402,0.0006958942240779402,0.002087682672233821,0.0069589422407794034,0.0006958942240779402,0.029923451635351424,0.0048712595685455815,0.0006958942240779402,0.0006958942240779402,0.0006958942240779402,0.0013917884481558804,0.12247738343771747,0.0006958942240779402,0.0013917884481558804,0.009742519137091165,0.018789144050104387,0.004175365344467639,0.0034794711203897013,0.002087682672233821,0.0006958942240779402,0.011134307585247047,0.0006958942240779402,0.004175365344467639,0.0048712595685455815,0.0013917884481558804,0.002087682672233821,0.017397355601948508,0.0069589422407794034,0.16423103688239388,0.24634655532359082,0.0006958942240779402,0.0006958942240779402,0.002087682672233821,0.0048712595685455815,0.0006958942240779402,0.005567153792623522,0.0006958942240779402,0.0006958942240779402,0.21572720946416146,0.0013917884481558804
NNS,0.0008206811653672551,0.2443578169881001,0.026056627000410344,0.020927369716865003,0.00020517029134181356,0.00020517029134181356,0.009437833401723434,0.009437833401723434,0.017644645055395976,0.00020517029134181356,0.12535904800984818,0.01928600738613049,0.00020517029134181356,0.0004103405826836275,0.00020517029134181356,0.001641362330734509,0.028108329913828476,0.00020517029134181356,0.0022568732047599516,0.05744768157570783,0.037340993024210095,0.012310217480508822,0.005539597866228972,0.01251538777185064,0.003077554370127205,0.01333606893721789,0.00020517029134181356,0.01928600738613049,0.0026672137874435777,0.013951579811243326,0.001641362330734509,0.1202297907263028,0.004308576118178087,0.09048009848173982,0.07529749692244564,0.00020517029134181356,0.00020517029134181356,0.004308576118178087,0.0006155108740254409,0.0006155108740254409,0.0018465326220763233,0.00020517029134181356,0.004924086992203529,0.008411981945014364,0.002051702913418136
WRB,0.02209944751381215,0.02762430939226519,0.02762430939226519,0.04972375690607734,0.005524861878453037,0.005524861878453037,0.005524861878453037,0.005524861878453037,0.06629834254143648,0.005524861878453037,0.005524861878453037,0.005524861878453037,0.005524861878453037,0.005524861878453037,0.005524861878453037,0.005524861878453037,0.011049723756906075,0.011049723756906075,0.005524861878453037,0.005524861878453037,0.016574585635359115,0.011049723756906075,0.1270718232044199,0.04972375690607734,0.005524861878453037,0.2430939226519337,0.011049723756906075,0.016574585635359115,0.005524861878453037,0.005524861878453037,0.07182320441988951,0.005524861878453037,0.005524861878453037,0.02762430939226519,0.011049723756906075,0.011049723756906075,0.005524861878453037,0.005524861878453037,0.011049723756906075,0.005524861878453037,0.011049723756906075,0.005524861878453037,0.005524861878453037,0.02209944751381215,0.016574585635359115
DT,0.00015267175572519084,0.00977099236641221,0.00977099236641221,0.46412213740458014,0.003511450381679389,0.00015267175572519084,0.00015267175572519084,0.001221374045801527,0.20458015267175572,0.01038167938931298,0.0016793893129770994,0.00045801526717557267,0.00015267175572519084,0.007786259541984729,0.00015267175572519084,0.0022900763358778635,0.0018320610687022894,0.00015267175572519084,0.0003053435114503817,0.0006106870229007635,0.0006106870229007635,0.00977099236641221,0.0010687022900763361,0.07801526717557251,0.00015267175572519084,0.0016793893129770994,0.0027480916030534347,0.01145038167938931,0.005801526717557251,0.00045801526717557267,0.1270229007633588,0.0013740458015267171,0.00015267175572519084,0.0009160305343511446,0.0022900763358778635,0.00015267175572519084,0.00015267175572519084,0.00045801526717557267,0.00015267175572519084,0.00015267175572519084,0.0074809160305343535,0.0003053435114503817,0.0003053435114503817,0.005648854961832063,0.022442748091603057
RBS,0.013698630136986304,0.04109589041095891,0.0547945205479452,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.3150684931506849,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.027397260273972598,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304,0.013698630136986304
VBN,0.014037057832678265,0.34362717574396406,0.044357102751263325,0.07411566535654127,0.000561482313307131,0.000561482313307131,0.000561482313307131,0.0022459292532285243,0.05502526670409883,0.000561482313307131,0.05502526670409883,0.008422234699606962,0.000561482313307131,0.014598540145985401,0.000561482313307131,0.0028074115665356527,0.0011229646266142622,0.000561482313307131,0.000561482313307131,0.012914093206064013,0.11117349803481189,0.016282987085906794,0.0050533408197641775,0.03593486805165637,0.001684446939921392,0.05951712521055587,0.000561482313307131,0.02526670409882089,0.004491858506457045,0.000561482313307131,0.020774845592363846,0.03425042111173498,0.000561482313307131,0.001684446939921392,0.003368893879842784,0.000561482313307131,0.000561482313307131,0.000561482313307131,0.016844469399213923,0.000561482313307131,0.008422234699606962,0.000561482313307131,0.004491858506457045,0.0011229646266142622,0.012352610892756884
JJR,0.0029673590504451044,0.2997032640949555,0.005934718100890209,0.17507418397626112,0.0029673590504451044,0.0029673590504451044,0.0029673590504451044,0.0029673590504451044,0.06528189910979228,0.0029673590504451044,0.0682492581602374,0.008902077151335315,0.0029673590504451044,0.005934718100890209,0.0029673590504451044,0.0029673590504451044,0.0029673590504451044,0.0029673590504451044,0.0029673590504451044,0.02670623145400593,0.017804154302670617,0.0029673590504451044,0.0029673590504451044,0.172106824925816,0.005934718100890209,0.014836795252225523,0.0029673590504451044,0.005934718100890209,0.0029673590504451044,0.0029673590504451044,0.01186943620178042,0.020771513353115723,0.0029673590504451044,0.0029673590504451044,0.005934718100890209,0.0029673590504451044,0.0029673590504451044,0.0029673590504451044,0.0029673590504451044,0.0029673590504451044,0.0029673590504451044,0.0029673590504451044,0.005934718100890209,0.0029673590504451044,0.0029673590504451044
WDT,0.002427184466019417,0.007281553398058253,0.06067961165048544,0.007281553398058253,0.002427184466019417,0.002427184466019417,0.002427184466019417,0.002427184466019417,0.012135922330097085,0.004854368932038834,0.002427184466019417,0.004854368932038834,0.002427184466019417,0.002427184466019417,0.002427184466019417,0.002427184466019417,0.1286407766990291,0.002427184466019417,0.002427184466019417,0.002427184466019417,0.004854368932038834,0.002427184466019417,0.031553398058252434,0.01699029126213592,0.002427184466019417,0.024271844660194174,0.002427184466019417,0.002427184466019417,0.002427184466019417,0.002427184466019417,0.014563106796116507,0.002427184466019417,0.002427184466019417,0.14563106796116504,0.18446601941747573,0.004854368932038834,0.002427184466019417,0.002427184466019417,0.002427184466019417,0.002427184466019417,0.004854368932038834,0.002427184466019417,0.002427184466019417,0.26941747572815533,0.007281553398058253
NNP,0.00013440860215053763,0.041263440860215043,0.008064516129032256,0.05443548387096775,0.01881720430107527,0.00013440860215053763,0.050134408602150536,0.0006720430107526883,0.0092741935483871,0.00013440860215053763,0.05268817204301076,0.006586021505376347,0.0002688172043010753,0.0002688172043010753,0.00013440860215053763,0.00013440860215053763,0.011021505376344089,0.00013440860215053763,0.0038978494623655904,0.03938172043010753,0.007392473118279572,0.0009408602150537636,0.0012096774193548385,0.023924731182795696,0.00040322580645161307,0.002419354838709677,0.00013440860215053763,0.0010752688172043015,0.00013440860215053763,0.0005376344086021506,0.37701612903225806,0.1489247311827957,0.0009408602150537636,0.00443548387096774,0.06518817204301074,0.00013440860215053763,0.00013440860215053763,0.0026881720430107538,0.0002688172043010753,0.00013440860215053763,0.0008064516129032255,0.00013440860215053763,0.0033602150537634418,0.03749999999999999,0.02258064516129032
